title,authors,abstract,pdf_url,published,arxiv_id,Title,Model,Rating,Reasoning,image,image_description
Weighted Grouped Query Attention in Transformers,"['Sai Sena Chinnakonduru', 'Astarag Mohapatra']","The attention mechanism forms the foundational blocks for transformer
language models. Recent approaches show that scaling the model achieves
human-level performance. However, with increasing demands for scaling and
constraints on hardware memory, the inference costs of these models remain
high. To reduce the inference time, Multi-Query Attention (MQA) and
Grouped-Query Attention (GQA) were proposed in (Shazeer, 2019) and (Ainslieet
al., 2023) respectively. In this paper, we propose a variation of Grouped-Query
Attention, termed Weighted Grouped-Query Attention (WGQA). We introduced new
learnable parameters for each key and value head in the T5 decoder attention
blocks, enabling the model to take a weighted average during finetuning. Our
model achieves an average of 0.53% improvement over GQA, and the performance
converges to traditional Multi-head attention (MHA) with no additional overhead
during inference. We evaluated the introduction of these parameters and
subsequent finetuning informs the model about the grouping mechanism during
training, thereby enhancing performance. Additionally, we demonstrate the
scaling laws in our analysis by comparing the results between T5-small and
T5-base architecture.",http://arxiv.org/pdf/2407.10855v1,2024-07-15,2407.10855v1,Weighted Grouped Query Attention in Transformers,gpt-4,highly irrelevant,The paper discusses an attention mechanism in transformer language models but does not mention the use of hard prefix prompting or prompt engineering.,,
Offline Reinforcement Learning with Imputed Rewards,"['Carlo Romeo', 'Andrew D. Bagdanov']","Offline Reinforcement Learning (ORL) offers a robust solution to training
agents in applications where interactions with the environment must be strictly
limited due to cost, safety, or lack of accurate simulation environments.
Despite its potential to facilitate deployment of artificial agents in the real
world, Offline Reinforcement Learning typically requires very many
demonstrations annotated with ground-truth rewards. Consequently,
state-of-the-art ORL algorithms can be difficult or impossible to apply in
data-scarce scenarios. In this paper we propose a simple but effective Reward
Model that can estimate the reward signal from a very limited sample of
environment transitions annotated with rewards. Once the reward signal is
modeled, we use the Reward Model to impute rewards for a large sample of
reward-free transitions, thus enabling the application of ORL techniques. We
demonstrate the potential of our approach on several D4RL continuous locomotion
tasks. Our results show that, using only 1\% of reward-labeled transitions from
the original datasets, our learned reward model is able to impute rewards for
the remaining 99\% of the transitions, from which performant agents can be
learned using Offline Reinforcement Learning.",http://arxiv.org/pdf/2407.10839v1,2024-07-15,2407.10839v1,Offline Reinforcement Learning with Imputed Rewards,gpt-4,highly irrelevant,The paper focuses on offline reinforcement learning and developing reward models for improving performance of learning agents. There is no mention of prompt engineering or hard prefix prompting.,,
MetaLLM: A High-performant and Cost-efficient Dynamic Framework for Wrapping LLMs,"['Quang H. Nguyen', 'Duy C. Hoang', 'Juliette Decugis', 'Saurav Manchanda', 'Nitesh V. Chawla', 'Khoa D. Doan']","The rapid progress in machine learning (ML) has brought forth many large
language models (LLMs) that excel in various tasks and areas. These LLMs come
with different abilities and costs in terms of computation or pricing. Since
the demand for each query can vary, e.g., because of the queried domain or its
complexity, defaulting to one LLM in an application is not usually the best
choice, whether it is the biggest, priciest, or even the one with the best
average test performance. Consequently, picking the right LLM that is both
accurate and cost-effective for an application remains a challenge. In this
paper, we introduce MetaLLM, a framework that dynamically and intelligently
routes each query to the optimal LLM (among several available LLMs) for
classification tasks, achieving significantly improved accuracy and
cost-effectiveness. By framing the selection problem as a multi-armed bandit,
MetaLLM balances prediction accuracy and cost efficiency under uncertainty. Our
experiments, conducted on popular LLM platforms such as OpenAI's GPT models,
Amazon's Titan, Anthropic's Claude, and Meta's LLaMa, showcase MetaLLM's
efficacy in real-world scenarios, laying the groundwork for future extensions
beyond classification tasks.",http://arxiv.org/pdf/2407.10834v1,2024-07-15,2407.10834v1,MetaLLM: A High-performant and Cost-efficient Dynamic Framework for Wrapping LLMs,gpt-4,highly irrelevant,"The paper discusses a framework for optimizing the use of large language models, but does not mention anything about prompt engineering, hard prefix or otherwise.",,
BiasScanner: Automatic Detection and Classification of News Bias to Strengthen Democracy,"['Tim Menzner', 'Jochen L. Leidner']","The increasing consumption of news online in the 21st century coincided with
increased publication of disinformation, biased reporting, hate speech and
other unwanted Web content. We describe BiasScanner, an application that aims
to strengthen democracy by supporting news consumers with scrutinizing news
articles they are reading online. BiasScanner contains a server-side
pre-trained large language model to identify biased sentences of news articles
and a front-end Web browser plug-in. At the time of writing, BiasScanner can
identify and classify more than two dozen types of media bias at the sentence
level, making it the most fine-grained model and only deployed application
(automatic system in use) of its kind. It was implemented in a light-weight and
privacy-respecting manner, and in addition to highlighting likely biased
sentence it also provides explanations for each classification decision as well
as a summary analysis for each news article. While prior research has addressed
news bias detection, we are not aware of any work that resulted in a deployed
browser plug-in (c.f. also biasscanner.org for a Web demo).",http://arxiv.org/pdf/2407.10829v1,2024-07-15,2407.10829v1,BiasScanner: Automatic Detection and Classification of News Bias to Strengthen Democracy,gpt-4,highly irrelevant,"The paper discusses an application for detection and classification of bias in news content using a large language model, but does not focus on or mention hard prefix prompting or prompt engineering techniques.",,
Towards Enhanced Classification of Abnormal Lung sound in Multi-breath: A Light Weight Multi-label and Multi-head Attention Classification Method,"['Yi-Wei Chua', 'Yun-Chien Cheng']","This study aims to develop an auxiliary diagnostic system for classifying
abnormal lung respiratory sounds, enhancing the accuracy of automatic abnormal
breath sound classification through an innovative multi-label learning approach
and multi-head attention mechanism. Addressing the issue of class imbalance and
lack of diversity in existing respiratory sound datasets, our study employs a
lightweight and highly accurate model, using a two-dimensional label set to
represent multiple respiratory sound characteristics. Our method achieved a
59.2% ICBHI score in the four-category task on the ICBHI2017 dataset,
demonstrating its advantages in terms of lightweight and high accuracy. This
study not only improves the accuracy of automatic diagnosis of lung respiratory
sound abnormalities but also opens new possibilities for clinical applications.",http://arxiv.org/pdf/2407.10828v1,2024-07-15,2407.10828v1,Towards Enhanced Classification of Abnormal Lung sound in Multi-breath: A Light Weight Multi-label and Multi-head Attention Classification Method,gpt-4,highly irrelevant,The paper is focused on a diagnostic system for classifying abnormal lung sounds with no reference to hard prefix prompts or prompt engineering.,,
LLM Circuit Analyses Are Consistent Across Training and Scale,"['Curt Tigges', 'Michael Hanna', 'Qinan Yu', 'Stella Biderman']","Most currently deployed large language models (LLMs) undergo continuous
training or additional finetuning. By contrast, most research into LLMs'
internal mechanisms focuses on models at one snapshot in time (the end of
pre-training), raising the question of whether their results generalize to
real-world settings. Existing studies of mechanisms over time focus on
encoder-only or toy models, which differ significantly from most deployed
models. In this study, we track how model mechanisms, operationalized as
circuits, emerge and evolve across 300 billion tokens of training in
decoder-only LLMs, in models ranging from 70 million to 2.8 billion parameters.
We find that task abilities and the functional components that support them
emerge consistently at similar token counts across scale. Moreover, although
such components may be implemented by different attention heads over time, the
overarching algorithm that they implement remains. Surprisingly, both these
algorithms and the types of components involved therein can replicate across
model scale. These results suggest that circuit analyses conducted on small
models at the end of pre-training can provide insights that still apply after
additional pre-training and over model scale.",http://arxiv.org/pdf/2407.10827v1,2024-07-15,2407.10827v1,LLM Circuit Analyses Are Consistent Across Training and Scale,gpt-4,highly irrelevant,"The paper primarily focuses on tracking model mechanisms across the training phase of Large Language Models (LLMs) and does not seem to discuss about any aspects related to prompting, post-training procedures, or prompt engineering.",,
Enabling MCTS Explainability for Sequential Planning Through Computation Tree Logic,"['Ziyan An', 'Hendrik Baier', 'Abhishek Dubey', 'Ayan Mukhopadhyay', 'Meiyi Ma']","Monte Carlo tree search (MCTS) is one of the most capable online search
algorithms for sequential planning tasks, with significant applications in
areas such as resource allocation and transit planning. Despite its strong
performance in real-world deployment, the inherent complexity of MCTS makes it
challenging to understand for users without technical background. This paper
considers the use of MCTS in transportation routing services, where the
algorithm is integrated to develop optimized route plans. These plans are
required to meet a range of constraints and requirements simultaneously,
further complicating the task of explaining the algorithm's operation in
real-world contexts. To address this critical research gap, we introduce a
novel computation tree logic-based explainer for MCTS. Our framework begins by
taking user-defined requirements and translating them into rigorous logic
specifications through the use of language templates. Then, our explainer
incorporates a logic verification and quantitative evaluation module that
validates the states and actions traversed by the MCTS algorithm. The outcomes
of this analysis are then rendered into human-readable descriptive text using a
second set of language templates. The user satisfaction of our approach was
assessed through a survey with 82 participants. The results indicated that our
explanatory approach significantly outperforms other baselines in user
preference.",http://arxiv.org/pdf/2407.10820v1,2024-07-15,2407.10820v1,Enabling MCTS Explainability for Sequential Planning Through Computation Tree Logic,gpt-4,highly irrelevant,"This paper primarily discusses Monte Carlo tree search (MCTS) and its use in sequential planning tasks, making it unrelated to the topic of prompt engineering or hard prefix prompting.",,
Foundational Autoraters: Taming Large Language Models for Better Automatic Evaluation,"['Tu Vu', 'Kalpesh Krishna', 'Salaheddin Alzubi', 'Chris Tar', 'Manaal Faruqui', 'Yun-Hsuan Sung']","As large language models (LLMs) advance, it becomes more challenging to
reliably evaluate their output due to the high costs of human evaluation. To
make progress towards better LLM autoraters, we introduce FLAMe, a family of
Foundational Large Autorater Models. FLAMe is trained on our large and diverse
collection of 100+ quality assessment tasks comprising 5M+ human judgments,
curated and standardized using publicly released human evaluations from
previous research. FLAMe significantly improves generalization to a wide
variety of held-out tasks, outperforming LLMs trained on proprietary data like
GPT-4 and Claude-3 on many tasks. We show that FLAMe can also serve as a
powerful starting point for further downstream fine-tuning, using reward
modeling evaluation as a case study (FLAMe-RM). Notably, on RewardBench, our
FLAMe-RM-24B model (with an accuracy of 87.8%) is the top-performing generative
model trained exclusively on permissively licensed data, outperforming both
GPT-4-0125 (85.9%) and GPT-4o (84.7%). Additionally, we explore a more
computationally efficient approach using a novel tail-patch fine-tuning
strategy to optimize our FLAMe multitask mixture for reward modeling evaluation
(FLAMe-Opt-RM), offering competitive RewardBench performance while requiring
approximately 25x less training datapoints. Overall, our FLAMe variants
outperform all popular proprietary LLM-as-a-Judge models we consider across 8
out of 12 autorater evaluation benchmarks, encompassing 53 quality assessment
tasks, including RewardBench and LLM-AggreFact. Finally, our analysis reveals
that FLAMe is significantly less biased than these LLM-as-a-Judge models on the
CoBBLEr autorater bias benchmark, while effectively identifying high-quality
responses for code generation.",http://arxiv.org/pdf/2407.10817v1,2024-07-15,2407.10817v1,Foundational Autoraters: Taming Large Language Models for Better Automatic Evaluation,gpt-4,highly irrelevant,The paper is focused on developing an autoration model for large language models and does not discuss or mention hard-prefix prompts or prompt engineering techniques.,,
"GuideLight: ""Industrial Solution"" Guidance for More Practical Traffic Signal Control Agents","['Haoyuan Jiang', 'Xuantang Xiong', 'Ziyue Li', 'Hangyu Mao', 'Guanghu Sui', 'Jingqing Ruan', 'Yuheng Cheng', 'Hua Wei', 'Wolfgang Ketter', 'Rui Zhao']","Currently, traffic signal control (TSC) methods based on reinforcement
learning (RL) have proven superior to traditional methods. However, most RL
methods face difficulties when applied in the real world due to three factors:
input, output, and the cycle-flow relation. The industry's observable input is
much more limited than simulation-based RL methods. For real-world solutions,
only flow can be reliably collected, whereas common RL methods need more. For
the output action, most RL methods focus on acyclic control, which real-world
signal controllers do not support. Most importantly, industry standards require
a consistent cycle-flow relationship: non-decreasing and different response
strategies for low, medium, and high-level flows, which is ignored by the RL
methods. To narrow the gap between RL methods and industry standards, we
innovatively propose to use industry solutions to guide the RL agent.
Specifically, we design behavior cloning and curriculum learning to guide the
agent to mimic and meet industry requirements and, at the same time, leverage
the power of exploration and exploitation in RL for better performance. We
theoretically prove that such guidance can largely decrease the sample
complexity to polynomials in the horizon when searching for an optimal policy.
Our rigid experiments show that our method has good cycle-flow relation and
superior performance.",http://arxiv.org/pdf/2407.10811v1,2024-07-15,2407.10811v1,"GuideLight: ""Industrial Solution"" Guidance for More Practical Traffic Signal Control Agents",gpt-4,highly irrelevant,"This paper is about reinforcement learning methods applied to traffic signal control, not hard prefix prompting or prompt engineering.",,
FabGPT: An Efficient Large Multimodal Model for Complex Wafer Defect Knowledge Queries,"['Yuqi Jiang', 'Xudong Lu', 'Qian Jin', 'Qi Sun', 'Hanming Wu', 'Cheng Zhuo']","Intelligence is key to advancing integrated circuit (IC) fabrication. Recent
breakthroughs in Large Multimodal Models (LMMs) have unlocked unparalleled
abilities in understanding images and text, fostering intelligent fabrication.
Leveraging the power of LMMs, we introduce FabGPT, a customized IC fabrication
large multimodal model for wafer defect knowledge query. FabGPT manifests
expertise in conducting defect detection in Scanning Electron Microscope (SEM)
images, performing root cause analysis, and providing expert question-answering
(Q&A) on fabrication processes. FabGPT matches enhanced multimodal features to
automatically detect minute defects under complex wafer backgrounds and reduce
the subjectivity of manual threshold settings. Besides, the proposed modulation
module and interactive corpus training strategy embed wafer defect knowledge
into the pre-trained model, effectively balancing Q&A queries related to defect
knowledge and original knowledge and mitigating the modality bias issues.
Experiments on in-house fab data (SEM-WaD) show that our FabGPT achieves
significant performance improvement in wafer defect detection and knowledge
querying.",http://arxiv.org/pdf/2407.10810v1,2024-07-15,2407.10810v1,FabGPT: An Efficient Large Multimodal Model for Complex Wafer Defect Knowledge Queries,gpt-4,highly irrelevant,"The paper focuses on a multimodal model for IC fabrication and wafer defect knowledge query, without any mention of prompt engineering or similar techniques.",,
Employing Sentence Space Embedding for Classification of Data Stream from Fake News Domain,"['Paweł Zyblewski', 'Jakub Klikowski', 'Weronika Borek-Marciniec', 'Paweł Ksieniewicz']","Tabular data is considered the last unconquered castle of deep learning, yet
the task of data stream classification is stated to be an equally important and
demanding research area. Due to the temporal constraints, it is assumed that
deep learning methods are not the optimal solution for application in this
field. However, excluding the entire -- and prevalent -- group of methods seems
rather rash given the progress that has been made in recent years in its
development. For this reason, the following paper is the first to present an
approach to natural language data stream classification using the sentence
space method, which allows for encoding text into the form of a discrete
digital signal. This allows the use of convolutional deep networks dedicated to
image classification to solve the task of recognizing fake news based on text
data. Based on the real-life Fakeddit dataset, the proposed approach was
compared with state-of-the-art algorithms for data stream classification based
on generalization ability and time complexity.",http://arxiv.org/pdf/2407.10807v1,2024-07-15,2407.10807v1,Employing Sentence Space Embedding for Classification of Data Stream from Fake News Domain,gpt-4,highly irrelevant,The paper focuses on data stream classification using the sentence space method for recognizing fake news based on text data and does not mention or imply use of hard prefix prompting or any sort of prompt engineering.,,
Think-on-Graph 2.0: Deep and Interpretable Large Language Model Reasoning with Knowledge Graph-guided Retrieval,"['Shengjie Ma', 'Chengjin Xu', 'Xuhui Jiang', 'Muzhi Li', 'Huaren Qu', 'Jian Guo']","Retrieval-augmented generation (RAG) has significantly advanced large
language models (LLMs) by enabling dynamic information retrieval to mitigate
knowledge gaps and hallucinations in generated content. However, these systems
often falter with complex reasoning and consistency across diverse queries. In
this work, we present Think-on-Graph 2.0, an enhanced RAG framework that aligns
questions with the knowledge graph and uses it as a navigational tool, which
deepens and refines the RAG paradigm for information collection and
integration. The KG-guided navigation fosters deep and long-range associations
to uphold logical consistency and optimize the scope of retrieval for precision
and interoperability. In conjunction, factual consistency can be better ensured
through semantic similarity guided by precise directives. ToG${2.0}$ not only
improves the accuracy and reliability of LLMs' responses but also demonstrates
the potential of hybrid structured knowledge systems to significantly advance
LLM reasoning, aligning it closer to human-like performance. We conducted
extensive experiments on four public datasets to demonstrate the advantages of
our method compared to the baseline.",http://arxiv.org/pdf/2407.10805v1,2024-07-15,2407.10805v1,Think-on-Graph 2.0: Deep and Interpretable Large Language Model Reasoning with Knowledge Graph-guided Retrieval,gpt-4,highly irrelevant,"The paper primarily discusses Retrieval-augmented generation and the use of knowledge-graphs to improve large language model reasoning, with no mention of prompt engineering or hard prefix prompting.",,
Mix-CPT: A Domain Adaptation Framework via Decoupling Knowledge Learning and Format Alignment,"['Jinhao Jiang', 'Junyi Li', 'Wayne Xin Zhao', 'Yang Song', 'Tao Zhang', 'Ji-Rong Wen']","Adapting general large language models (LLMs) to specialized domains presents
great challenges due to varied data distributions. This adaptation typically
requires continual pre-training on massive domain-specific corpora to
facilitate knowledge memorization, followed by training to apply this knowledge
following human instructions and preferences. However, this method may result
in inefficient knowledge memorization due to a lack of awareness of knowledge
utilization and imposes substantial demands on LLMs to simultaneously learn
knowledge utilization and format alignment with limited training samples. To
facilitate the domain adaptation of LLM, we revise this process and propose a
new domain adaptation framework including domain knowledge learning and general
format alignment, called Mix-CPT. Specifically, we first conduct a knowledge
mixture continual pre-training that concurrently focuses on knowledge
memorization and utilization, allowing for mutual reinforcement. To avoid
catastrophic forgetting during the continual pre-training process, we further
incorporate a logit swap self-distillation constraint. Subsequently, leveraging
the knowledge and capabilities acquired during continual pre-training, we
efficiently perform instruction tuning and alignment with a few general
training samples to achieve format alignment. Extensive experiments demonstrate
that our proposed Mix-CPT framework can simultaneously improve the task-solving
capabilities of LLMs on the target and general domains compared to the
traditional adaptation methods.",http://arxiv.org/pdf/2407.10804v1,2024-07-15,2407.10804v1,Mix-CPT: A Domain Adaptation Framework via Decoupling Knowledge Learning and Format Alignment,gpt-4,highly irrelevant,"The paper focuses on a domain adaptation framework for large language models, with no specific mention of hard prefix prompting or prompt engineering techniques.",,
Mammographic Breast Positioning Assessment via Deep Learning,"['Toygar Tanyel', 'Nurper Denizoglu', 'Mustafa Ege Seker', 'Deniz Alis', 'Esma Cerekci', 'Ercan Karaarslan', 'Erkin Aribal', 'Ilkay Oksuz']","Breast cancer remains a leading cause of cancer-related deaths among women
worldwide, with mammography screening as the most effective method for the
early detection. Ensuring proper positioning in mammography is critical, as
poor positioning can lead to diagnostic errors, increased patient stress, and
higher costs due to recalls. Despite advancements in deep learning (DL) for
breast cancer diagnostics, limited focus has been given to evaluating
mammography positioning. This paper introduces a novel DL methodology to
quantitatively assess mammogram positioning quality, specifically in
mediolateral oblique (MLO) views using attention and coordinate convolution
modules. Our method identifies key anatomical landmarks, such as the nipple and
pectoralis muscle, and automatically draws a posterior nipple line (PNL),
offering robust and inherently explainable alternative to well-known
classification and regression-based approaches. We compare the performance of
proposed methodology with various regression and classification-based models.
The CoordAtt UNet model achieved the highest accuracy of 88.63% $\pm$ 2.84 and
specificity of 90.25% $\pm$ 4.04, along with a noteworthy sensitivity of 86.04%
$\pm$ 3.41. In landmark detection, the same model also recorded the lowest mean
errors in key anatomical points and the smallest angular error of 2.42 degrees.
Our results indicate that models incorporating attention mechanisms and
CoordConv module increase the accuracy in classifying breast positioning
quality and detecting anatomical landmarks. Furthermore, we make the labels and
source codes available to the community to initiate an open research area for
mammography, accessible at https://github.com/tanyelai/deep-breast-positioning.",http://arxiv.org/pdf/2407.10796v1,2024-07-15,2407.10796v1,Mammographic Breast Positioning Assessment via Deep Learning,gpt-4,highly irrelevant,The paper focuses on a deep learning methodology to assess mammogram positioning quality but does not mention or relate to prompt engineering or hard prefix prompting.,,
Multilingual Contrastive Decoding via Language-Agnostic Layers Skipping,"['Wenhao Zhu', 'Sizhe Liu', 'Shujian Huang', 'Shuaijie She', 'Chris Wendler', 'Jiajun Chen']","Decoding by contrasting layers (DoLa), is designed to improve the generation
quality of large language models (LLMs) by contrasting the prediction
probabilities between an early exit output (amateur logits) and the final
output (expert logits). However, we find that this approach does not work well
on non-English tasks. Inspired by previous interpretability work on language
transition during the model's forward pass, we discover that this issue arises
from a language mismatch between early exit output and final output. In this
work, we propose an improved contrastive decoding algorithm that is effective
for diverse languages beyond English. To obtain more helpful amateur logits, we
devise two strategies to skip a set of bottom, language-agnostic layers based
on our preliminary analysis. Experimental results on multilingual reasoning
benchmarks demonstrate that our proposed method outperforms previous
contrastive decoding baselines and substantially improves LLM's
chain-of-thought reasoning accuracy across 11 languages. The project will be
available at: https://github.com/NJUNLP/SkipLayerCD.",http://arxiv.org/pdf/2407.10795v1,2024-07-15,2407.10795v1,Multilingual Contrastive Decoding via Language-Agnostic Layers Skipping,gpt-4,highly irrelevant,The paper concentrates on improving the generational quality of large language models through a proposed method of contrastive decoding but does not discuss hard prefix prompting or prompt engineering techniques.,,
Graphusion: Leveraging Large Language Models for Scientific Knowledge Graph Fusion and Construction in NLP Education,"['Rui Yang', 'Boming Yang', 'Sixun Ouyang', 'Tianwei She', 'Aosong Feng', 'Yuang Jiang', 'Freddy Lecue', 'Jinghui Lu', 'Irene Li']","Knowledge graphs (KGs) are crucial in the field of artificial intelligence
and are widely applied in downstream tasks, such as enhancing Question
Answering (QA) systems. The construction of KGs typically requires significant
effort from domain experts. Recently, Large Language Models (LLMs) have been
used for knowledge graph construction (KGC), however, most existing approaches
focus on a local perspective, extracting knowledge triplets from individual
sentences or documents. In this work, we introduce Graphusion, a zero-shot KGC
framework from free text. The core fusion module provides a global view of
triplets, incorporating entity merging, conflict resolution, and novel triplet
discovery. We showcase how Graphusion could be applied to the natural language
processing (NLP) domain and validate it in the educational scenario.
Specifically, we introduce TutorQA, a new expert-verified benchmark for graph
reasoning and QA, comprising six tasks and a total of 1,200 QA pairs. Our
evaluation demonstrates that Graphusion surpasses supervised baselines by up to
10% in accuracy on link prediction. Additionally, it achieves average scores of
2.92 and 2.37 out of 3 in human evaluations for concept entity extraction and
relation recognition, respectively.",http://arxiv.org/pdf/2407.10794v1,2024-07-15,2407.10794v1,Graphusion: Leveraging Large Language Models for Scientific Knowledge Graph Fusion and Construction in NLP Education,gpt-4,highly irrelevant,"The abstract discusses knowledge graph construction and reasoning tasks, rather than prompt engineering or hard prefix prompting.",,
GraphEval: A Knowledge-Graph Based LLM Hallucination Evaluation Framework,"['Hannah Sansford', 'Nicholas Richardson', 'Hermina Petric Maretic', 'Juba Nait Saada']","Methods to evaluate Large Language Model (LLM) responses and detect
inconsistencies, also known as hallucinations, with respect to the provided
knowledge, are becoming increasingly important for LLM applications. Current
metrics fall short in their ability to provide explainable decisions,
systematically check all pieces of information in the response, and are often
too computationally expensive to be used in practice. We present GraphEval: a
hallucination evaluation framework based on representing information in
Knowledge Graph (KG) structures. Our method identifies the specific triples in
the KG that are prone to hallucinations and hence provides more insight into
where in the response a hallucination has occurred, if at all, than previous
methods. Furthermore, using our approach in conjunction with state-of-the-art
natural language inference (NLI) models leads to an improvement in balanced
accuracy on various hallucination benchmarks, compared to using the raw NLI
models. Lastly, we explore the use of GraphEval for hallucination correction by
leveraging the structure of the KG, a method we name GraphCorrect, and
demonstrate that the majority of hallucinations can indeed be rectified.",http://arxiv.org/pdf/2407.10793v1,2024-07-15,2407.10793v1,GraphEval: A Knowledge-Graph Based LLM Hallucination Evaluation Framework,gpt-4,highly irrelevant,"The paper is focused on evaluating and detecting inconsistencies in LLM responses and hallucinations, there is no reference to hard prefix prompting or prompt engineering techniques.",,
AdapTable: Test-Time Adaptation for Tabular Data via Shift-Aware Uncertainty Calibrator and Label Distribution Handler,"['Changhun Kim', 'Taewon Kim', 'Seungyeon Woo', 'June Yong Yang', 'Eunho Yang']","In real-world applications, tabular data often suffer from distribution
shifts due to their widespread and abundant nature, leading to erroneous
predictions of pre-trained machine learning models. However, addressing such
distribution shifts in the tabular domain has been relatively underexplored due
to unique challenges such as varying attributes and dataset sizes, as well as
the limited representation learning capabilities of deep learning models for
tabular data. Particularly, with the recent promising paradigm of test-time
adaptation (TTA), where we adapt the off-the-shelf model to the unlabeled
target domain during the inference phase without accessing the source domain,
we observe that directly adopting commonly used TTA methods from other domains
often leads to model collapse. We systematically explore challenges in tabular
data test-time adaptation, including skewed entropy, complex latent space
decision boundaries, confidence calibration issues with both overconfident and
under-confident, and model bias towards source label distributions along with
class imbalances. Based on these insights, we introduce AdapTable, a novel
tabular test-time adaptation method that directly modifies output probabilities
by estimating target label distributions and adjusting initial probabilities
based on calibrated uncertainty. Extensive experiments on both natural
distribution shifts and synthetic corruptions demonstrate the adaptation
efficacy of the proposed method.",http://arxiv.org/pdf/2407.10784v1,2024-07-15,2407.10784v1,AdapTable: Test-Time Adaptation for Tabular Data via Shift-Aware Uncertainty Calibrator and Label Distribution Handler,gpt-4,highly irrelevant,"The paper focuses on dealing with distribution shifts in tabular data and introduces a new method for test-time adaptation, with no mention or discussion of hard prefix prompting or prompt engineering.",,
MSegRNN:Enhanced SegRNN Model with Mamba for Long-Term Time Series Forecasting,"['GaoXiang Zhao', 'XiaoQiang Wang']","The field of long-term time series forecasting demands handling extensive
look-back windows and long-range prediction steps, posing significant
challenges for RNN-based methodologies. Among these, SegRNN, a robust
RNN-driven model, has gained considerable attention in LTSF analysis for
achieving state-of-the-art results while maintaining a remarkably streamlined
architecture. Concurrently, the Mamba structure has demonstrated its advantages
in small to medium-sized models due to its capability for information
selection. This study introduces a variant of SegRNN that preprocesses
information using a fine-tuned single-layer Mamba structure. Additionally, it
incorporates implicit segmentation and residual structures into the model's
encoding section to further reduce the inherent data iterative cycles of RNN
architectures and implicitly integrate inter-channel correlations. This
variant, named MSegRNN, utilizes the Mamba structure to select useful
information, resulting in a transformed sequence. The linear-strategy-adapted
derivative retains the superior memory efficiency of the original SegRNN while
demonstrating enhanced performance. Empirical evaluations on real-world LTSF
datasets demonstrate the superior performance of our model, thereby
contributing to the advancement of LTSF methodologies.",http://arxiv.org/pdf/2407.10768v1,2024-07-15,2407.10768v1,MSegRNN:Enhanced SegRNN Model with Mamba for Long-Term Time Series Forecasting,gpt-4,highly irrelevant,"The paper is centered around long-term time series forecasting, not prompt engineering or hard prefix prompting.",,
Continual Deep Learning on the Edge via Stochastic Local Competition among Subnetworks,"['Theodoros Christophides', 'Kyriakos Tolias', 'Sotirios Chatzis']","Continual learning on edge devices poses unique challenges due to stringent
resource constraints. This paper introduces a novel method that leverages
stochastic competition principles to promote sparsity, significantly reducing
deep network memory footprint and computational demand. Specifically, we
propose deep networks that comprise blocks of units that compete locally to win
the representation of each arising new task; competition takes place in a
stochastic manner. This type of network organization results in sparse
task-specific representations from each network layer; the sparsity pattern is
obtained during training and is different among tasks. Crucially, our method
sparsifies both the weights and the weight gradients, thus facilitating
training on edge devices. This is performed on the grounds of winning
probability for each unit in a block. During inference, the network retains
only the winning unit and zeroes-out all weights pertaining to non-winning
units for the task at hand. Thus, our approach is specifically tailored for
deployment on edge devices, providing an efficient and scalable solution for
continual learning in resource-limited environments.",http://arxiv.org/pdf/2407.10758v1,2024-07-15,2407.10758v1,Continual Deep Learning on the Edge via Stochastic Local Competition among Subnetworks,gpt-4,highly irrelevant,"The abstract of the paper does not mention prompt engineering, hard prefix prompts or related concepts, and is more focused on the system of continual learning in a resource-limited environment.",,
What distinguishes conspiracy from critical narratives? A computational analysis of oppositional discourse,"['Damir Korenčić', 'Berta Chulvi', 'Xavier Bonet Casals', 'Alejandro Toselli', 'Mariona Taulé', 'Paolo Rosso']","The current prevalence of conspiracy theories on the internet is a
significant issue, tackled by many computational approaches. However, these
approaches fail to recognize the relevance of distinguishing between texts
which contain a conspiracy theory and texts which are simply critical and
oppose mainstream narratives. Furthermore, little attention is usually paid to
the role of inter-group conflict in oppositional narratives. We contribute by
proposing a novel topic-agnostic annotation scheme that differentiates between
conspiracies and critical texts, and that defines span-level categories of
inter-group conflict. We also contribute with the multilingual
XAI-DisInfodemics corpus (English and Spanish), which contains a high-quality
annotation of Telegram messages related to COVID-19 (5,000 messages per
language). We also demonstrate the feasibility of an NLP-based automatization
by performing a range of experiments that yield strong baseline solutions.
Finally, we perform an analysis which demonstrates that the promotion of
intergroup conflict and the presence of violence and anger are key aspects to
distinguish between the two types of oppositional narratives, i.e., conspiracy
vs. critical.",http://arxiv.org/pdf/2407.10745v1,2024-07-15,2407.10745v1,What distinguishes conspiracy from critical narratives? A computational analysis of oppositional discourse,gpt-4,highly irrelevant,"The paper is focused on analyzing and distinguishing between conspiracy and critical narrative texts, with no mention of hard prefix prompting or prompt engineering in any way.",,
