title,authors,abstract,pdf_url,published,arxiv_id,Title,Model,Rating,Reasoning,image_url,image_description
Leveraging Entity Information for Cross-Modality Correlation Learning: The Entity-Guided Multimodal Summarization,"['Yanghai Zhang', 'Ye Liu', 'Shiwei Wu', 'Kai Zhang', 'Xukai Liu', 'Qi Liu', 'Enhong Chen']","The rapid increase in multimedia data has spurred advancements in Multimodal
Summarization with Multimodal Output (MSMO), which aims to produce a multimodal
summary that integrates both text and relevant images. The inherent
heterogeneity of content within multimodal inputs and outputs presents a
significant challenge to the execution of MSMO. Traditional approaches
typically adopt a holistic perspective on coarse image-text data or individual
visual objects, overlooking the essential connections between objects and the
entities they represent. To integrate the fine-grained entity knowledge, we
propose an Entity-Guided Multimodal Summarization model (EGMS). Our model,
building on BART, utilizes dual multimodal encoders with shared weights to
process text-image and entity-image information concurrently. A gating
mechanism then combines visual data for enhanced textual summary generation,
while image selection is refined through knowledge distillation from a
pre-trained vision-language model. Extensive experiments on public MSMO dataset
validate the superiority of the EGMS method, which also prove the necessity to
incorporate entity information into MSMO problem.",http://arxiv.org/pdf/2408.03149v1,2024-08-06,2408.03149v1,Leveraging Entity Information for Cross-Modality Correlation Learning: The Entity-Guided Multimodal Summarization,gpt-4,highly irrelevant,The paper focuses on developing a model for multimodal summarization and does not discuss anything about hard prefix prompting or prompt engineering.,https://ashay-sriv-images.s3.amazonaws.com/Leveraging Entity Information for Cross-Modality Correlation Learning_ The Entity-Guided Multimodal .png,"Mean Pooling
+
MLP
signal
Multimodal Guided Text Decode
"
"Inference Optimizations for Large Language Models: Effects, Challenges, and Practical Considerations","['Leo Donisch', 'Sigurd Schacht', 'Carsten Lanquillon']","Large language models are ubiquitous in natural language processing because
they can adapt to new tasks without retraining. However, their sheer scale and
complexity present unique challenges and opportunities, prompting researchers
and practitioners to explore novel model training, optimization, and deployment
methods. This literature review focuses on various techniques for reducing
resource requirements and compressing large language models, including
quantization, pruning, knowledge distillation, and architectural optimizations.
The primary objective is to explore each method in-depth and highlight its
unique challenges and practical applications. The discussed methods are
categorized into a taxonomy that presents an overview of the optimization
landscape and helps navigate it to understand the research trajectory better.",http://arxiv.org/pdf/2408.03130v1,2024-08-06,2408.03130v1,"Inference Optimizations for Large Language Models: Effects, Challenges, and Practical Considerations",gpt-4,highly irrelevant,"While the paper discusses large language models and makes mention of 'prompting researchers', it specifically focuses on techniques for training, optimization, and deployment methods, rather than hard prefix prompting or prompt engineering.",https://ashay-sriv-images.s3.amazonaws.com/Inference Optimizations for Large Language Models_ Effects_ Challenges_ and Practical Considerations.png,"g
lities [12]
ng process
following
mizing the
ocused on
ent. This
ry-storing
attention
nto blocks
e by plac-
memory,
posed by
p
g
model sizes, including unconditional generation, translation,
summarization, and dialogue tasks, resulting in a notable 2x-
3x latency improvement without impacting output quality.
Fig. 5. Example generation out of [83], where green are accepted generations,
red and blue are rejections and corrections, respectively.
In Conclusion.
"
COMMENTATOR: A Code-mixed Multilingual Text Annotation Framework,"['Rajvee Sheth', 'Shubh Nisar', 'Heenaben Prajapati', 'Himanshu Beniwal', 'Mayank Singh']","As the NLP community increasingly addresses challenges associated with
multilingualism, robust annotation tools are essential to handle multilingual
datasets efficiently. In this paper, we introduce a code-mixed multilingual
text annotation framework, COMMENTATOR, specifically designed for annotating
code-mixed text. The tool demonstrates its effectiveness in token-level and
sentence-level language annotation tasks for Hinglish text. We perform robust
qualitative human-based evaluations to showcase COMMENTATOR led to 5x faster
annotations than the best baseline. Our code is publicly available at
\url{https://github.com/lingo-iitgn/commentator}. The demonstration video is
available at \url{https://bit.ly/commentator_video}.",http://arxiv.org/pdf/2408.03125v1,2024-08-06,2408.03125v1,COMMENTATOR: A Code-mixed Multilingual Text Annotation Framework,gpt-4,highly irrelevant,"The paper focuses on a tool for annotating multilingual text, and does not discuss hard prefix prompting or any form of prompt engineering.",https://ashay-sriv-images.s3.amazonaws.com/COMMENTATOR_ A Code-mixed Multilingual Text Annotation Framework.png,"(a)
Figure 3: Token-Level Language Identification (LID): (a) annotat
(a)
Figure 4: Token-Level Parts-Of-Speech Tagging (POS): (a) annota
"
Evaluating the Translation Performance of Large Language Models Based on Euas-20,"['Yan Huang', 'Wei Liu']","In recent years, with the rapid development of deep learning technology,
large language models (LLMs) such as BERT and GPT have achieved breakthrough
results in natural language processing tasks. Machine translation (MT), as one
of the core tasks of natural language processing, has also benefited from the
development of large language models and achieved a qualitative leap. Despite
the significant progress in translation performance achieved by large language
models, machine translation still faces many challenges. Therefore, in this
paper, we construct the dataset Euas-20 to evaluate the performance of large
language models on translation tasks, the translation ability on different
languages, and the effect of pre-training data on the translation ability of
LLMs for researchers and developers.",http://arxiv.org/pdf/2408.03119v1,2024-08-06,2408.03119v1,Evaluating the Translation Performance of Large Language Models Based on Euas-20,gpt-4,highly irrelevant,The paper is primarily focused on machine translation tasks and the evaluation of performance of large language models on different languages. It does not discuss or mention any aspect related to 'hard prefix' prompting or prompt engineering.,https://ashay-sriv-images.s3.amazonaws.com/Evaluating the Translation Performance of Large Language Models Based on Euas-20.png,"Evaluating the Translation Performance
Fig. 1. Prompt 1
is diverse and representative and we are able to more compreh
"
Topic Modeling with Fine-tuning LLMs and Bag of Sentences,['Johannes Schneider'],"Large language models (LLM)'s are increasingly used for topic modeling
outperforming classical topic models such as LDA. Commonly, pre-trained LLM
encoders such as BERT are used out-of-the-box despite the fact that fine-tuning
is known to improve LLMs considerably. The challenge lies in obtaining a
suitable (labeled) dataset for fine-tuning. In this paper, we use the recent
idea to use bag of sentences as the elementary unit in computing topics. In
turn, we derive an approach FT-Topic to perform unsupervised fine-tuning
relying primarily on two steps for constructing a training dataset in an
automatic fashion. First, a heuristic method to identifies pairs of sentence
groups that are either assumed to be of the same or different topics. Second,
we remove sentence pairs that are likely labeled incorrectly. The dataset is
then used to fine-tune an encoder LLM, which can be leveraged by any topic
modeling approach using embeddings. However, in this work, we demonstrate its
effectiveness by deriving a novel state-of-the-art topic modeling method called
SenClu, which achieves fast inference through an expectation-maximization
algorithm and hard assignments of sentence groups to a single topic, while
giving users the possibility to encode prior knowledge on the topic-document
distribution. Code is at \url{https://github.com/JohnTailor/FT-Topic}",http://arxiv.org/pdf/2408.03099v1,2024-08-06,2408.03099v1,Topic Modeling with Fine-tuning LLMs and Bag of Sentences,gpt-4,highly irrelevant,The paper's focus is on topic modeling using fine-tuned large language models and does not indicate any information related to hard prefix prompting or prompt engineering,https://ashay-sriv-images.s3.amazonaws.com/Topic Modeling with Fine-tuning LLMs and Bag of Sentences.png,"Figure 1: Overview of training data generation for fine-tuning assuming a corpus D of two documents and three distinct topics
using single sentences. For the sentence This hockey season... we sample sentences assumed to be in the same and distinct
topic, wrong samples are removed based on similarity computation using a non-fine-tuned LLM.
"
Learning Provably Robust Policies in Uncertain Parametric Environments,"['Yannik Schnitzer', 'Alessandro Abate', 'David Parker']","We present a data-driven approach for learning MDP policies that are robust
across stochastic environments whose transition probabilities are defined by
parameters with an unknown distribution. We produce probably approximately
correct (PAC) guarantees for the performance of these learned policies in a
new, unseen environment over the unknown distribution. Our approach is based on
finite samples of the MDP environments, for each of which we build an
approximation of the model as an interval MDP, by exploring a set of generated
trajectories. We use the built approximations to synthesise a single policy
that performs well (meets given requirements) across the sampled environments,
and furthermore bound its risk (of not meeting the given requirements) when
deployed in an unseen environment. Our procedure offers a trade-off between the
guaranteed performance of the learned policy and the risk of not meeting the
guarantee in an unseen environment. Our approach exploits knowledge of the
environment's state space and graph structure, and we show how additional
knowledge of its parametric structure can be leveraged to optimize learning and
to obtain tighter guarantees from less samples. We evaluate our approach on a
diverse range of established benchmarks, demonstrating that we can generate
highly performing and robust policies, along with guarantees that tightly
quantify their performance and the associated risk.",http://arxiv.org/pdf/2408.03093v1,2024-08-06,2408.03093v1,Learning Provably Robust Policies in Uncertain Parametric Environments,gpt-4,highly irrelevant,"The paper focuses on learning MDP policies that are robust across stochastic environments, and does not discuss prompt engineering or hard prefix prompting techniques",https://ashay-sriv-images.s3.amazonaws.com/Learning Provably Robust Policies in Uncertain Parametric Environments.png,"1
3
5
7
9
11 13 15
1
3
5
7
9
11
13
15
y
z
Figure 5: UAV motion p
ment with sample trajec
gular
ming
ainty
c un-
loits
ality
ating
d on
h
"
Extend Model Merging from Fine-Tuned to Pre-Trained Large Language Models via Weight Disentanglement,"['Le Yu', 'Bowen Yu', 'Haiyang Yu', 'Fei Huang', 'Yongbin Li']","Merging Large Language Models (LLMs) aims to amalgamate multiple homologous
LLMs into one with all the capabilities. Ideally, any LLMs sharing the same
backbone should be mergeable, irrespective of whether they are Fine-Tuned (FT)
with minor parameter changes or Pre-Trained (PT) with substantial parameter
shifts. However, existing methods often manually assign the model importance,
rendering them feasible only for LLMs with similar parameter alterations, such
as multiple FT LLMs. The diverse parameter changed ranges between FT and PT
LLMs pose challenges for current solutions in empirically determining the
optimal combination. In this paper, we make a pioneering effort to broaden the
applicability of merging techniques from FT to PT LLMs. We initially examine
the efficacy of current methods in merging FT and PT LLMs, discovering that
they struggle to deal with PT LLMs. Subsequently, we introduce an approach
based on WeIght DisENtanglement (WIDEN) to effectively extend the merging
scope, which first disentangles model weights into magnitude and direction
components, and then performs adaptive fusion by considering their respective
contributions. In the experiments, we merge Qwen1.5-Chat (an FT LLM with
instruction-following skills) with Sailor (a PT LLM with multilingual
abilities) across 7B and 14B model scales. Results reveal that: (1) existing
solutions usually fail when merging Sailor, either losing both abilities or
only retaining instruction-following skills; (2) WIDEN successfully injects the
multilingual abilities of Sailor into Qwen1.5-Chat and make it proficient in
Southeast Asian languages, achieving enhancements in the fundamental
capabilities. In light of previous research, we also merge multiple 13B FT LLMs
and observe that WIDEN achieves a balanced amalgamation of instruction
following, mathematical reasoning, and code generation skills.",http://arxiv.org/pdf/2408.03092v1,2024-08-06,2408.03092v1,Extend Model Merging from Fine-Tuned to Pre-Trained Large Language Models via Weight Disentanglement,gpt-4,highly irrelevant,"This paper focuses on merging large language models and the weight disentanglement approach to deal with parameter changes, but does not discuss or involve prompt engineering.",https://ashay-sriv-images.s3.amazonaws.com/Extend Model Merging from Fine-Tuned to Pre-Trained Large Language Models via Weight Disentanglement.png,"weights and assigns high importance within the range of 0.6 to 0.8 as well as 0.9 to 1.0 for certain
weights, thanks to the design of score calibration. Therefore, WIDEN ensures the retention of es-
sential weights in both Qwen1.5-7B-Chat and Sailor-7B, resulting in 12.25% and 72.87% average
enhancements on the two benchmarks.
Figure 3: Distribution of weight importance computed by WIDEN and its variations.
Furthermore, we categorize weight importance into three levels: Low (L), Medium (M), and High
"
QADQN: Quantum Attention Deep Q-Network for Financial Market Prediction,"['Siddhant Dutta', 'Nouhaila Innan', 'Alberto Marchisio', 'Sadok Ben Yahia', 'Muhammad Shafique']","Financial market prediction and optimal trading strategy development remain
challenging due to market complexity and volatility. Our research in quantum
finance and reinforcement learning for decision-making demonstrates the
approach of quantum-classical hybrid algorithms to tackling real-world
financial challenges. In this respect, we corroborate the concept with rigorous
backtesting and validate the framework's performance under realistic market
conditions, by including fixed transaction cost per trade. This paper
introduces a Quantum Attention Deep Q-Network (QADQN) approach to address these
challenges through quantum-enhanced reinforcement learning. Our QADQN
architecture uses a variational quantum circuit inside a traditional deep
Q-learning framework to take advantage of possible quantum advantages in
decision-making. We gauge the QADQN agent's performance on historical data from
major market indices, including the S&P 500. We evaluate the agent's learning
process by examining its reward accumulation and the effectiveness of its
experience replay mechanism. Our empirical results demonstrate the QADQN's
superior performance, achieving better risk-adjusted returns with Sortino
ratios of 1.28 and 1.19 for non-overlapping and overlapping test periods
respectively, indicating effective downside risk management.",http://arxiv.org/pdf/2408.03088v1,2024-08-06,2408.03088v1,QADQN: Quantum Attention Deep Q-Network for Financial Market Prediction,gpt-4,highly irrelevant,The paper is focused on using quantum-classical hybrid algorithms for financial market prediction and does not discuss hard prefix prompts or prompt engineering in any capacity.,,
Enhancing Complex Causality Extraction via Improved Subtask Interaction and Knowledge Fusion,"['Jinglong Gao', 'Chen Lu', 'Xiao Ding', 'Zhongyang Li', 'Ting Liu', 'Bing Qin']","Event Causality Extraction (ECE) aims at extracting causal event pairs from
texts. Despite ChatGPT's recent success, fine-tuning small models remains the
best approach for the ECE task. However, existing fine-tuning based ECE methods
cannot address all three key challenges in ECE simultaneously: 1) Complex
Causality Extraction, where multiple causal-effect pairs occur within a single
sentence; 2) Subtask~ Interaction, which involves modeling the mutual
dependence between the two subtasks of ECE, i.e., extracting events and
identifying the causal relationship between extracted events; and 3) Knowledge
Fusion, which requires effectively fusing the knowledge in two modalities,
i.e., the expressive pretrained language models and the structured knowledge
graphs. In this paper, we propose a unified ECE framework (UniCE to address all
three issues in ECE simultaneously. Specifically, we design a subtask
interaction mechanism to enable mutual interaction between the two ECE
subtasks. Besides, we design a knowledge fusion mechanism to fuse knowledge in
the two modalities. Furthermore, we employ separate decoders for each subtask
to facilitate complex causality extraction. Experiments on three benchmark
datasets demonstrate that our method achieves state-of-the-art performance and
outperforms ChatGPT with a margin of at least 30% F1-score. More importantly,
our model can also be used to effectively improve the ECE performance of
ChatGPT via in-context learning.",http://arxiv.org/pdf/2408.03079v1,2024-08-06,2408.03079v1,Enhancing Complex Causality Extraction via Improved Subtask Interaction and Knowledge Fusion,gpt-4,highly irrelevant,"This paper mainly talks about fine-tuning language models for Event Causality Extraction, and does not mention anything about hard prefix prompt engineering.",,
BodySLAM: A Generalized Monocular Visual SLAM Framework for Surgical Applications,"['G. Manni', 'C. Lauretti', 'F. Prata', 'R. Papalia', 'L. Zollo', 'P. Soda']","Endoscopic surgery relies on two-dimensional views, posing challenges for
surgeons in depth perception and instrument manipulation. While Simultaneous
Localization and Mapping (SLAM) has emerged as a promising solution to address
these limitations, its implementation in endoscopic procedures presents
significant challenges due to hardware limitations, such as the use of a
monocular camera and the absence of odometry sensors. This study presents a
robust deep learning-based SLAM approach that combines state-of-the-art and
newly developed models. It consists of three main parts: the Monocular Pose
Estimation Module that introduces a novel unsupervised method based on the
CycleGAN architecture, the Monocular Depth Estimation Module that leverages the
novel Zoe architecture, and the 3D Reconstruction Module which uses information
from the previous models to create a coherent surgical map. The performance of
the procedure was rigorously evaluated using three publicly available datasets
(Hamlyn, EndoSLAM, and SCARED) and benchmarked against two state-of-the-art
methods, EndoSFMLearner and EndoDepth. The integration of Zoe in the MDEM
demonstrated superior performance compared to state-of-the-art depth estimation
algorithms in endoscopy, whereas the novel approach in the MPEM exhibited
competitive performance and the lowest inference time. The results showcase the
robustness of our approach in laparoscopy, gastroscopy, and colonoscopy, three
different scenarios in endoscopic surgery. The proposed SLAM approach has the
potential to improve the accuracy and efficiency of endoscopic procedures by
providing surgeons with enhanced depth perception and 3D reconstruction
capabilities.",http://arxiv.org/pdf/2408.03078v1,2024-08-06,2408.03078v1,BodySLAM: A Generalized Monocular Visual SLAM Framework for Surgical Applications,gpt-4,highly irrelevant,"The paper discusses a deep learning-based SLAM approach for surgical applications, which is not related to the concept of hard prefix prompting or prompt engineering.",https://ashay-sriv-images.s3.amazonaws.com/BodySLAM_ A Generalized Monocular Visual SLAM Framework for Surgical Applications.png,"es state-
of three
MDEM),
que that
ies across
MPEM),
oped that
between
at intro-
nt clouds,
ed point
module
mbiguity
Figure 1: Comparison of (A) a classical MVSLAM system
and (B) a fully deep learning-based MVSLAM framework.
The traditional approach consists of feature extraction, feature
"
Solving QUBO on the Loihi 2 Neuromorphic Processor,"['Alessandro Pierro', 'Philipp Stratmann', 'Gabriel Andres Fonseca Guerra', 'Sumedh Risbud', 'Timothy Shea', 'Ashish Rao Mangalore', 'Andreas Wild']","In this article, we describe an algorithm for solving Quadratic Unconstrained
Binary Optimization problems on the Intel Loihi 2 neuromorphic processor. The
solver is based on a hardware-aware fine-grained parallel simulated annealing
algorithm developed for Intel's neuromorphic research chip Loihi 2. Preliminary
results show that our approach can generate feasible solutions in as little as
1 ms and up to 37x more energy efficient compared to two baseline solvers
running on a CPU. These advantages could be especially relevant for size-,
weight-, and power-constrained edge computing applications.",http://arxiv.org/pdf/2408.03076v1,2024-08-06,2408.03076v1,Solving QUBO on the Loihi 2 Neuromorphic Processor,gpt-4,highly irrelevant,The paper discusses an algorithm for solving optimization problems on a neuromorphic processor and does not mention or imply usage of hard prefix prompts or prompt engineering techniques.,https://ashay-sriv-images.s3.amazonaws.com/Solving QUBO on the Loihi 2 Neuromorphic Processor.png,": Diagram for the proposed QUBO neural architecture: the variable neurons are recursively conn
f synapses (in blue), which encode the coefficients of the Q matrix, and to the cost integrator by
t weights (in red).
"
Towards an Analysis of Discourse and Interactional Pragmatic Reasoning Capabilities of Large Language Models,"['Amelie Robrecht', 'Judith Sieker', 'Clara Lachenmaier', 'Sina Zarieß', 'Stefan Kopp']","In this work, we want to give an overview on which pragmatic abilities have
been tested in LLMs so far and how these tests have been carried out. To do
this, we first discuss the scope of the field of pragmatics and suggest a
subdivision into discourse pragmatics and interactional pragmatics. We give a
non-exhaustive overview of the phenomena of those two subdomains and the
methods traditionally used to analyze them. We subsequently consider the
resulting heterogeneous set of phenomena and methods as a starting point for
our survey of work on discourse pragmatics and interactional pragmatics in the
context of LLMs.",http://arxiv.org/pdf/2408.03074v1,2024-08-06,2408.03074v1,Towards an Analysis of Discourse and Interactional Pragmatic Reasoning Capabilities of Large Language Models,gpt-4,highly irrelevant,"The abstract does not mention prompt engineering, hard prefix prompting, or any closely related techniques.",,
Probing structural constraints of negation in Pretrained Language Models,"['David Kletz', 'Marie Candito', 'Pascal Amsili']","Contradictory results about the encoding of the semantic impact of negation
in pretrained language models (PLMs). have been drawn recently (e.g. Kassner
and Sch{\""u}tze (2020); Gubelmann and Handschuh (2022)). In this paper we focus
rather on the way PLMs encode negation and its formal impact, through the
phenomenon of the Negative Polarity Item (NPI) licensing in English. More
precisely, we use probes to identify which contextual representations best
encode 1) the presence of negation in a sentence, and 2) the polarity of a
neighboring masked polarity item. We find that contextual representations of
tokens inside the negation scope do allow for (i) a better prediction of the
presence of not compared to those outside the scope and (ii) a better
prediction of the right polarity of a masked polarity item licensed by not,
although the magnitude of the difference varies from PLM to PLM. Importantly,
in both cases the trend holds even when controlling for distance to not. This
tends to indicate that the embeddings of these models do reflect the notion of
negation scope, and do encode the impact of negation on NPI licensing. Yet,
further control experiments reveal that the presence of other lexical items is
also better captured when using the contextual representation of a token within
the same syntactic clause than outside from it, suggesting that PLMs simply
capture the more general notion of syntactic clause.",http://arxiv.org/pdf/2408.03070v1,2024-08-06,2408.03070v1,Probing structural constraints of negation in Pretrained Language Models,gpt-4,highly irrelevant,"This paper discusses the linguistic concept of negation in the context of Pretrained Language Models (PLMs), focusing on how these models encode negation and its formal impact. There is no mention of prefix prompting or any form of prompt engineering.",https://ashay-sriv-images.s3.amazonaws.com/Probing structural constraints of negation in Pretrained Language Models.png,"(a) big
(b) house
ure 6: Accuracy (average on 3 runs) on trace identification tasks. The target tokens are big and ho
the probed embeddings are from a ROBERTA-large LM. Results are broken down by zone (color
"
Analysis of Argument Structure Constructions in a Deep Recurrent Language Model,"['Pegah Ramezani', 'Achim Schilling', 'Patrick Krauss']","Understanding how language and linguistic constructions are processed in the
brain is a fundamental question in cognitive computational neuroscience. In
this study, we explore the representation and processing of Argument Structure
Constructions (ASCs) in a recurrent neural language model. We trained a Long
Short-Term Memory (LSTM) network on a custom-made dataset consisting of 2000
sentences, generated using GPT-4, representing four distinct ASCs: transitive,
ditransitive, caused-motion, and resultative constructions.
  We analyzed the internal activations of the LSTM model's hidden layers using
Multidimensional Scaling (MDS) and t-Distributed Stochastic Neighbor Embedding
(t-SNE) to visualize the sentence representations. The Generalized
Discrimination Value (GDV) was calculated to quantify the degree of clustering
within these representations. Our results show that sentence representations
form distinct clusters corresponding to the four ASCs across all hidden layers,
with the most pronounced clustering observed in the last hidden layer before
the output layer. This indicates that even a relatively simple,
brain-constrained recurrent neural network can effectively differentiate
between various construction types.
  These findings are consistent with previous studies demonstrating the
emergence of word class and syntax rule representations in recurrent language
models trained on next word prediction tasks. In future work, we aim to
validate these results using larger language models and compare them with
neuroimaging data obtained during continuous speech perception. This study
highlights the potential of recurrent neural language models to mirror
linguistic processing in the human brain, providing valuable insights into the
computational and neural mechanisms underlying language understanding.",http://arxiv.org/pdf/2408.03062v1,2024-08-06,2408.03062v1,Analysis of Argument Structure Constructions in a Deep Recurrent Language Model,gpt-4,highly irrelevant,"This paper is focused on understanding and analyzing argument structure constructions and language representations in recurrent neural language models like LSTM using specific visualization and analysis techniques, but has no explicit focus or mention of hard prefix prompting or prompt engineering.",https://ashay-sriv-images.s3.amazonaws.com/Analysis of Argument Structure Constructions in a Deep Recurrent Language Model.png,"viation of
sn,D), we
ass Cl
(2)
classes Cl
(3)
is the ith
n distance
imination
and inter-
¯
(
)
#
Fig. 1.
MDS projections of the activations from all four layers of the
LSTM model. Each point represents the activation of a sentence, color-coded
according to its ASC type: caused-motion (blue), ditransitive (green), transitive
(red), and resultative (orange).
"
OpenOmni: A Collaborative Open Source Tool for Building Future-Ready Multimodal Conversational Agents,"['Qiang Sun', 'Yuanyi Luo', 'Sirui Li', 'Wenxiao Zhang', 'Wei Liu']","Multimodal conversational agents are highly desirable because they offer
natural and human-like interaction. However, there is a lack of comprehensive
end-to-end solutions to support collaborative development and benchmarking.
While proprietary systems like GPT-4o and Gemini demonstrating impressive
integration of audio, video, and text with response times of 200-250ms,
challenges remain in balancing latency, accuracy, cost, and data privacy. To
better understand and quantify these issues, we developed OpenOmni, an
open-source, end-to-end pipeline benchmarking tool that integrates advanced
technologies such as Speech-to-Text, Emotion Detection, Retrieval Augmented
Generation, Large Language Models, along with the ability to integrate
customized models. OpenOmni supports local and cloud deployment, ensuring data
privacy and supporting latency and accuracy benchmarking. This flexible
framework allows researchers to customize the pipeline, focusing on real
bottlenecks and facilitating rapid proof-of-concept development. OpenOmni can
significantly enhance applications like indoor assistance for visually impaired
individuals, advancing human-computer interaction. Our demonstration video is
available https://www.youtube.com/watch?v=zaSiT3clWqY, demo is available via
https://openomni.ai4wa.com, code is available via
https://github.com/AI4WA/OpenOmniFramework.",http://arxiv.org/pdf/2408.03047v1,2024-08-06,2408.03047v1,OpenOmni: A Collaborative Open Source Tool for Building Future-Ready Multimodal Conversational Agents,gpt-4,highly irrelevant,"The paper discusses an open-source, end-to-end pipeline benchmarking tool designed for multimodal conversational agents and does not mention or imply the use of hard prefix prompting or prompt engineering.",https://ashay-sriv-images.s3.amazonaws.com/OpenOmni_ A Collaborative Open Source Tool for Building Future-Ready Multimodal Conversational Agent.png,"Input Audio
Video
Response Audio
Clien
C
C
Clien
"
L3iTC at the FinLLM Challenge Task: Quantization for Financial Text Classification & Summarization,"['Elvys Linhares Pontes', 'Carlos-Emiliano González-Gallardo', 'Mohamed Benjannet', 'Caryn Qu', 'Antoine Doucet']","This article details our participation (L3iTC) in the FinLLM Challenge Task
2024, focusing on two key areas: Task 1, financial text classification, and
Task 2, financial text summarization. To address these challenges, we
fine-tuned several large language models (LLMs) to optimize performance for
each task. Specifically, we used 4-bit quantization and LoRA to determine which
layers of the LLMs should be trained at a lower precision. This approach not
only accelerated the fine-tuning process on the training data provided by the
organizers but also enabled us to run the models on low GPU memory. Our
fine-tuned models achieved third place for the financial classification task
with an F1-score of 0.7543 and secured sixth place in the financial
summarization task on the official test datasets.",http://arxiv.org/pdf/2408.03033v1,2024-08-06,2408.03033v1,L3iTC at the FinLLM Challenge Task: Quantization for Financial Text Classification & Summarization,gpt-4,highly irrelevant,The paper focuses on fine-tuning models and doesn’t mention anything related to prompt engineering or hard prefix prompting techniques,,
Highly Efficient Self-Adaptive Reward Shaping for Reinforcement Learning,"['Haozhe Ma', 'Zhengding Luo', 'Thanh Vinh Vo', 'Kuankuan Sima', 'Tze-Yun Leong']","Reward shaping addresses the challenge of sparse rewards in reinforcement
learning by constructing denser and more informative reward signals. To achieve
self-adaptive and highly efficient reward shaping, we propose a novel method
that incorporates success rates derived from historical experiences into shaped
rewards. Our approach utilizes success rates sampled from Beta distributions,
which dynamically evolve from uncertain to reliable values as more data is
collected. Initially, the self-adaptive success rates exhibit more randomness
to encourage exploration. Over time, they become more certain to enhance
exploitation, thus achieving a better balance between exploration and
exploitation. We employ Kernel Density Estimation (KDE) combined with Random
Fourier Features (RFF) to derive the Beta distributions, resulting in a
computationally efficient implementation in high-dimensional continuous state
spaces. This method provides a non-parametric and learning-free approach. The
proposed method is evaluated on a wide range of continuous control tasks with
sparse and delayed rewards, demonstrating significant improvements in sample
efficiency and convergence stability compared to several baselines.",http://arxiv.org/pdf/2408.03029v1,2024-08-06,2408.03029v1,Highly Efficient Self-Adaptive Reward Shaping for Reinforcement Learning,gpt-4,highly irrelevant,"The paper focuses on reinforcement learning and reward shaping, and does not mention or suggest any form of hard prefix prompting or prompt engineering.",https://ashay-sriv-images.s3.amazonaws.com/Highly Efficient Self-Adaptive Reward Shaping for Reinforcement Learning.png,"sults. Additionally, we maintain
ments, as detailed in Appendix
AntSpeed
AntFar
AntVeryFar
MuJoCo, robotic and physical
"
Integrating Controllable Motion Skills from Demonstrations,"['Honghao Liao', 'Zhiheng Li', 'Ziyu Meng', 'Ran Song', 'Yibin Li', 'Wei Zhang']","The expanding applications of legged robots require their mastery of
versatile motion skills. Correspondingly, researchers must address the
challenge of integrating multiple diverse motion skills into controllers. While
existing reinforcement learning (RL)-based approaches have achieved notable
success in multi-skill integration for legged robots, these methods often
require intricate reward engineering or are restricted to integrating a
predefined set of motion skills constrained by specific task objectives,
resulting in limited flexibility. In this work, we introduce a flexible
multi-skill integration framework named Controllable Skills Integration (CSI).
CSI enables the integration of a diverse set of motion skills with varying
styles into a single policy without the need for complex reward tuning.
Furthermore, in a hierarchical control manner, the trained low-level policy can
be coupled with a high-level Natural Language Inference (NLI) module to enable
preliminary language-directed skill control. Our experiments demonstrate that
CSI can flexibly integrate a diverse array of motion skills more
comprehensively and facilitate the transitions between different skills.
Additionally, CSI exhibits good scalability as the number of motion skills to
be integrated increases significantly.",http://arxiv.org/pdf/2408.03018v1,2024-08-06,2408.03018v1,Integrating Controllable Motion Skills from Demonstrations,gpt-4,highly irrelevant,The abstract does not mention or imply the use of hard prefix prompts or any form of prompt engineering in its method.,https://ashay-sriv-images.s3.amazonaws.com/Integrating Controllable Motion Skills from Demonstrations.png,"the coverage of motion skills. CSI demonstrates excellent
scalability by mastering all motion skills despite a significant
increase in the number of skills to be integrated and the
inclusion of a set of similar motion skills.
Fig. 6: CSI demonstrates great scalability even if the number
of skills to be integrated increases significantly.
motio
of init
initial
the rem
c are
c and
which
differe
F. Ski
In t
that th
assign
tured
clips
can b
based
practic
"
