title,authors,abstract,pdf_url,published,arxiv_id,Title,Model,Rating,Reasoning,image,image_description
The Role of Functional Muscle Networks in Improving Hand Gesture Perception for Human-Machine Interfaces,"['Costanza Armanini', 'Tuka Alhanai', 'Farah E. Shamout', 'S. Farokh Atashzar']","Developing accurate hand gesture perception models is critical for various
robotic applications, enabling effective communication between humans and
machines and directly impacting neurorobotics and interactive robots. Recently,
surface electromyography (sEMG) has been explored for its rich informational
context and accessibility when combined with advanced machine learning
approaches and wearable systems. The literature presents numerous approaches to
boost performance while ensuring robustness for neurorobots using sEMG, often
resulting in models requiring high processing power, large datasets, and less
scalable solutions. This paper addresses this challenge by proposing the
decoding of muscle synchronization rather than individual muscle activation. We
study coherence-based functional muscle networks as the core of our perception
model, proposing that functional synchronization between muscles and the
graph-based network of muscle connectivity encode contextual information about
intended hand gestures. This can be decoded using shallow machine learning
approaches without the need for deep temporal networks. Our technique could
impact myoelectric control of neurorobots by reducing computational burdens and
enhancing efficiency. The approach is benchmarked on the Ninapro database,
which contains 12 EMG signals from 40 subjects performing 17 hand gestures. It
achieves an accuracy of 85.1%, demonstrating improved performance compared to
existing methods while requiring much less computational power. The results
support the hypothesis that a coherence-based functional muscle network encodes
critical information related to gesture execution, significantly enhancing hand
gesture perception with potential applications for neurorobotic systems and
interactive machines.",http://arxiv.org/pdf/2408.02547v1,2024-08-05,2408.02547v1,The Role of Functional Muscle Networks in Improving Hand Gesture Perception for Human-Machine Interfaces,gpt-4,highly irrelevant,"The paper does not discuss or mention hard prefix prompts, prompt engineering, or anything related to the creation or application of prompts in transformers. Instead, it focuses on hand gesture perception models and neurorobotics, making it irrelevant to prompt engineering.",,
RAG Foundry: A Framework for Enhancing LLMs for Retrieval Augmented Generation,"['Daniel Fleischer', 'Moshe Berchansky', 'Moshe Wasserblat', 'Peter Izsak']","Implementing Retrieval-Augmented Generation (RAG) systems is inherently
complex, requiring deep understanding of data, use cases, and intricate design
decisions. Additionally, evaluating these systems presents significant
challenges, necessitating assessment of both retrieval accuracy and generative
quality through a multi-faceted approach. We introduce RAG Foundry, an
open-source framework for augmenting large language models for RAG use cases.
RAG Foundry integrates data creation, training, inference and evaluation into a
single workflow, facilitating the creation of data-augmented datasets for
training and evaluating large language models in RAG settings. This integration
enables rapid prototyping and experimentation with various RAG techniques,
allowing users to easily generate datasets and train RAG models using internal
or specialized knowledge sources. We demonstrate the framework effectiveness by
augmenting and fine-tuning Llama-3 and Phi-3 models with diverse RAG
configurations, showcasing consistent improvements across three
knowledge-intensive datasets. Code is released as open-source in
https://github.com/IntelLabs/RAGFoundry.",http://arxiv.org/pdf/2408.02545v1,2024-08-05,2408.02545v1,RAG Foundry: A Framework for Enhancing LLMs for Retrieval Augmented Generation,gpt-4,highly irrelevant,"The paper discusses the development of a framework for Retrieval-Augmented Generation systems, with particular focus on data augmentation, training, and evaluation of large language models, not on prompting techniques or approaches.",,
Caution for the Environment: Multimodal Agents are Susceptible to Environmental Distractions,"['Xinbei Ma', 'Yiting Wang', 'Yao Yao', 'Tongxin Yuan', 'Aston Zhang', 'Zhuosheng Zhang', 'Hai Zhao']","This paper investigates the faithfulness of multimodal large language model
(MLLM) agents in the graphical user interface (GUI) environment, aiming to
address the research question of whether multimodal GUI agents can be
distracted by environmental context. A general setting is proposed where both
the user and the agent are benign, and the environment, while not malicious,
contains unrelated content. A wide range of MLLMs are evaluated as GUI agents
using our simulated dataset, following three working patterns with different
levels of perception. Experimental results reveal that even the most powerful
models, whether generalist agents or specialist GUI agents, are susceptible to
distractions. While recent studies predominantly focus on the helpfulness
(i.e., action accuracy) of multimodal agents, our findings indicate that these
agents are prone to environmental distractions, resulting in unfaithful
behaviors. Furthermore, we switch to the adversarial perspective and implement
environment injection, demonstrating that such unfaithfulness can be exploited,
leading to unexpected risks.",http://arxiv.org/pdf/2408.02544v1,2024-08-05,2408.02544v1,Caution for the Environment: Multimodal Agents are Susceptible to Environmental Distractions,gpt-4,highly irrelevant,"The document discusses multimodal large language models and their susceptibility to distractions in a graphical user interface (GUI) environment, but does not mention anything related to prompt engineering.",,
Counterfactual Shapley Values for Explaining Reinforcement Learning,"['Yiwei Shi', 'Qi Zhang', 'Kevin McAreavey', 'Weiru Liu']","This paper introduces a novel approach Counterfactual Shapley Values (CSV),
which enhances explainability in reinforcement learning (RL) by integrating
counterfactual analysis with Shapley Values. The approach aims to quantify and
compare the contributions of different state dimensions to various action
choices. To more accurately analyze these impacts, we introduce new
characteristic value functions, the ``Counterfactual Difference Characteristic
Value"" and the ``Average Counterfactual Difference Characteristic Value."" These
functions help calculate the Shapley values to evaluate the differences in
contributions between optimal and non-optimal actions. Experiments across
several RL domains, such as GridWorld, FrozenLake, and Taxi, demonstrate the
effectiveness of the CSV method. The results show that this method not only
improves transparency in complex RL systems but also quantifies the differences
across various decisions.",http://arxiv.org/pdf/2408.02529v1,2024-08-05,2408.02529v1,Counterfactual Shapley Values for Explaining Reinforcement Learning,gpt-4,highly irrelevant,The paper focuses on reinforcing learning and quantifying contributions to various action choices as opposed to prompt engineering or hard prefix prompting.,,
Single-tap Latency Reduction with Single- or Double- tap Prediction,"['Naoto Nishida', 'Kaori Ikematsu', 'Junichi Sato', 'Shota Yamanaka', 'Kota Tsubouchi']","Touch surfaces are widely utilized for smartphones, tablet PCs, and laptops
(touchpad), and single and double taps are the most basic and common operations
on them. The detection of single or double taps causes the single-tap latency
problem, which creates a bottleneck in terms of the sensitivity of touch
inputs. To reduce the single-tap latency, we propose a novel
machine-learning-based tap prediction method called PredicTaps. Our method
predicts whether a detected tap is a single tap or the first contact of a
double tap without having to wait for the hundreds of milliseconds
conventionally required. We present three evaluations and one user evaluation
that demonstrate its broad applicability and usability for various tap
situations on two form factors (touchpad and smartphone). The results showed
PredicTaps reduces the single-tap latency from 150-500 ms to 12 ms on laptops
and to 17.6 ms on smartphones without reducing usability.",http://arxiv.org/pdf/2408.02525v1,2024-08-05,2408.02525v1,Single-tap Latency Reduction with Single- or Double- tap Prediction,gpt-4,highly irrelevant,The paper focuses on tap prediction on touch surfaces and does not touch on the topic of prompt engineering or hard prefix prompting.,,
OneLove beyond the field -- A few-shot pipeline for topic and sentiment analysis during the FIFA World Cup in Qatar,"['Christoph Rauchegger', 'Sonja Mei Wang', 'Pieter Delobelle']","The FIFA World Cup in Qatar was discussed extensively in the news and on
social media. Due to news reports with allegations of human rights violations,
there were calls to boycott it. Wearing a OneLove armband was part of a planned
protest activity. Controversy around the armband arose when FIFA threatened to
sanction captains who wear it. To understand what topics Twitter users Tweeted
about and what the opinion of German Twitter users was towards the OneLove
armband, we performed an analysis of German Tweets published during the World
Cup using in-context learning with LLMs. We validated the labels on human
annotations. We found that Twitter users initially discussed the armband's
impact, LGBT rights, and politics; after the ban, the conversation shifted
towards politics in sports in general, accompanied by a subtle shift in
sentiment towards neutrality. Our evaluation serves as a framework for future
research to explore the impact of sports activism and evolving public
sentiment. This is especially useful in settings where labeling datasets for
specific opinions is unfeasible, such as when events are unfolding.",http://arxiv.org/pdf/2408.02520v1,2024-08-05,2408.02520v1,OneLove beyond the field -- A few-shot pipeline for topic and sentiment analysis during the FIFA World Cup in Qatar,gpt-4,highly irrelevant,"The paper utilizes in-context learning with LLMs for tweet analysis, but does not mention any topic related to hard prefix prompts or prompt engineering",,
UnifiedMLLM: Enabling Unified Representation for Multi-modal Multi-tasks With Large Language Model,"['Zhaowei Li', 'Wei Wang', 'YiQing Cai', 'Xu Qi', 'Pengyu Wang', 'Dong Zhang', 'Hang Song', 'Botian Jiang', 'Zhida Huang', 'Tao Wang']","Significant advancements has recently been achieved in the field of
multi-modal large language models (MLLMs), demonstrating their remarkable
capabilities in understanding and reasoning across diverse tasks. However,
these models are often trained for specific tasks and rely on task-specific
input-output formats, limiting their applicability to a broader range of tasks.
This raises a fundamental question: Can we develop a unified approach to
represent and handle different multi-modal tasks to maximize the
generalizability of MLLMs? In this paper, we propose UnifiedMLLM, a
comprehensive model designed to represent various tasks using a unified
representation. Our model exhibits strong capabilities in comprehending the
implicit intent of user instructions and preforming reasoning. In addition to
generating textual responses, our model also outputs task tokens and grounding
tokens, serving as indicators of task types and task granularity. These outputs
are subsequently routed through the task router and directed to specific expert
models for task completion. To train our model, we construct a task-specific
dataset and an 100k multi-task dataset encompassing complex scenarios.
Employing a three-stage training strategy, we equip our model with robust
reasoning and task processing capabilities while preserving its generalization
capacity and knowledge reservoir. Extensive experiments showcase the impressive
performance of our unified representation approach across various tasks,
surpassing existing methodologies. Furthermore, our approach exhibits
exceptional scalability and generality. Our code, model, and dataset will be
available at \url{https://github.com/lzw-lzw/UnifiedMLLM}.",http://arxiv.org/pdf/2408.02503v1,2024-08-05,2408.02503v1,UnifiedMLLM: Enabling Unified Representation for Multi-modal Multi-tasks With Large Language Model,gpt-4,highly irrelevant,"The paper discusses the design and training of a multi-modal large language model, not hard prefix prompting or prompt engineering.",,
A First Look at License Compliance Capability of LLMs in Code Generation,"['Weiwei Xu', 'Kai Gao', 'Hao He', 'Minghui Zhou']","Recent advances in Large Language Models (LLMs) have revolutionized code
generation, leading to widespread adoption of AI coding tools by developers.
However, LLMs can generate license-protected code without providing the
necessary license information, leading to potential intellectual property
violations during software production. This paper addresses the critical, yet
underexplored, issue of license compliance in LLM-generated code by
establishing a benchmark to evaluate the ability of LLMs to provide accurate
license information for their generated code. To establish this benchmark, we
conduct an empirical study to identify a reasonable standard for ""striking
similarity"" that excludes the possibility of independent creation, indicating a
copy relationship between the LLM output and certain open-source code. Based on
this standard, we propose an evaluation benchmark LiCoEval, to evaluate the
license compliance capabilities of LLMs. Using LiCoEval, we evaluate 14 popular
LLMs, finding that even top-performing LLMs produce a non-negligible proportion
(0.88% to 2.01%) of code strikingly similar to existing open-source
implementations. Notably, most LLMs fail to provide accurate license
information, particularly for code under copyleft licenses. These findings
underscore the urgent need to enhance LLM compliance capabilities in code
generation tasks. Our study provides a foundation for future research and
development to improve license compliance in AI-assisted software development,
contributing to both the protection of open-source software copyrights and the
mitigation of legal risks for LLM users.",http://arxiv.org/pdf/2408.02487v1,2024-08-05,2408.02487v1,A First Look at License Compliance Capability of LLMs in Code Generation,gpt-4,highly irrelevant,"The paper is focused on license compliance problems in code generated by Large Language Models, rather than prompt engineering or hard prefix prompting.",,
"From LLMs to LLM-based Agents for Software Engineering: A Survey of Current, Challenges and Future","['Haolin Jin', 'Linghan Huang', 'Haipeng Cai', 'Jun Yan', 'Bo Li', 'Huaming Chen']","With the rise of large language models (LLMs), researchers are increasingly
exploring their applications in var ious vertical domains, such as software
engineering. LLMs have achieved remarkable success in areas including code
generation and vulnerability detection. However, they also exhibit numerous
limitations and shortcomings. LLM-based agents, a novel tech nology with the
potential for Artificial General Intelligence (AGI), combine LLMs as the core
for decision-making and action-taking, addressing some of the inherent
limitations of LLMs such as lack of autonomy and self-improvement. Despite
numerous studies and surveys exploring the possibility of using LLMs in
software engineering, it lacks a clear distinction between LLMs and LLM based
agents. It is still in its early stage for a unified standard and benchmarking
to qualify an LLM solution as an LLM-based agent in its domain. In this survey,
we broadly investigate the current practice and solutions for LLMs and
LLM-based agents for software engineering. In particular we summarise six key
topics: requirement engineering, code generation, autonomous decision-making,
software design, test generation, and software maintenance. We review and
differentiate the work of LLMs and LLM-based agents from these six topics,
examining their differences and similarities in tasks, benchmarks, and
evaluation metrics. Finally, we discuss the models and benchmarks used,
providing a comprehensive analysis of their applications and effectiveness in
software engineering. We anticipate this work will shed some lights on pushing
the boundaries of LLM-based agents in software engineering for future research.",http://arxiv.org/pdf/2408.02479v1,2024-08-05,2408.02479v1,"From LLMs to LLM-based Agents for Software Engineering: A Survey of Current, Challenges and Future",gpt-4,highly irrelevant,"The paper is focused on the applications, limitations and improvements of Large Language Models and LLM-based agents in the domain of software engineering, without any mention of hard prefix prompting or prompt engineering.",,
An investigation into the causes of race bias in AI-based cine CMR segmentation,"['Tiarna Lee', 'Esther Puyol-Anton', 'Bram Ruijsink', 'Sebastien Roujol', 'Theodore Barfoot', 'Shaheim Ogbomo-Harmitt', 'Miaojing Shi', 'Andrew P. King']","Artificial intelligence (AI) methods are being used increasingly for the
automated segmentation of cine cardiac magnetic resonance (CMR) imaging.
However, these methods have been shown to be subject to race bias, i.e. they
exhibit different levels of performance for different races depending on the
(im)balance of the data used to train the AI model. In this paper we
investigate the source of this bias, seeking to understand its root cause(s) so
that it can be effectively mitigated. We perform a series of classification and
segmentation experiments on short-axis cine CMR images acquired from Black and
White subjects from the UK Biobank and apply AI interpretability methods to
understand the results. In the classification experiments, we found that race
can be predicted with high accuracy from the images alone, but less accurately
from ground truth segmentations, suggesting that the distributional shift
between races, which is often the cause of AI bias, is mostly image-based
rather than segmentation-based. The interpretability methods showed that most
attention in the classification models was focused on non-heart regions, such
as subcutaneous fat. Cropping the images tightly around the heart reduced
classification accuracy to around chance level. Similarly, race can be
predicted from the latent representations of a biased segmentation model,
suggesting that race information is encoded in the model. Cropping images
tightly around the heart reduced but did not eliminate segmentation bias. We
also investigate the influence of possible confounders on the bias observed.",http://arxiv.org/pdf/2408.02462v1,2024-08-05,2408.02462v1,An investigation into the causes of race bias in AI-based cine CMR segmentation,gpt-4,highly irrelevant,This paper primarily focuses on investigating race bias in AR-based cine CMR segmentation and does not mention or imply usage of hard prefix prompting or any form of prompt engineering.,,
Enhancing Heterogeneous Knowledge Graph Completion with a Novel GAT-based Approach,"['Wanxu Wei', 'Yitong Song', 'Bin Yao']","Knowledge graphs (KGs) play a vital role in enhancing search results and
recommendation systems. With the rapid increase in the size of the KGs, they
are becoming inaccuracy and incomplete. This problem can be solved by the
knowledge graph completion methods, of which graph attention network
(GAT)-based methods stand out since their superior performance. However,
existing GAT-based knowledge graph completion methods often suffer from
overfitting issues when dealing with heterogeneous knowledge graphs, primarily
due to the unbalanced number of samples. Additionally, these methods
demonstrate poor performance in predicting the tail (head) entity that shares
the same relation and head (tail) entity with others. To solve these problems,
we propose GATH, a novel GAT-based method designed for Heterogeneous KGs. GATH
incorporates two separate attention network modules that work synergistically
to predict the missing entities. We also introduce novel encoding and feature
transformation approaches, enabling the robust performance of GATH in scenarios
with imbalanced samples. Comprehensive experiments are conducted to evaluate
the GATH's performance. Compared with the existing SOTA GAT-based model on
Hits@10 and MRR metrics, our model improves performance by 5.2% and 5.2% on the
FB15K-237 dataset, and by 4.5% and 14.6% on the WN18RR dataset, respectively.",http://arxiv.org/pdf/2408.02456v1,2024-08-05,2408.02456v1,Enhancing Heterogeneous Knowledge Graph Completion with a Novel GAT-based Approach,gpt-4,highly irrelevant,"The paper focuses on the topic of knowledge graph completion, specifically detailing the development and evaluation of a GAT-based method for heterogeneous knowledge graphs, with no reference to prompt engineering or hard prefix prompting techniques.",,
Let Me Speak Freely? A Study on the Impact of Format Restrictions on Performance of Large Language Models,"['Zhi Rui Tam', 'Cheng-Kuang Wu', 'Yi-Lin Tsai', 'Chieh-Yen Lin', 'Hung-yi Lee', 'Yun-Nung Chen']","Structured generation, the process of producing content in standardized
formats like JSON and XML, is widely utilized in real-world applications to
extract key output information from large language models (LLMs). This study
investigates whether such constraints on generation space impact LLMs'
abilities, including reasoning and domain knowledge comprehension.
Specifically, we evaluate LLMs' performance when restricted to adhere to
structured formats versus generating free-form responses across various common
tasks. Surprisingly, we observe a significant decline in LLMs' reasoning
abilities under format restrictions. Furthermore, we find that stricter format
constraints generally lead to greater performance degradation in reasoning
tasks.",http://arxiv.org/pdf/2408.02442v1,2024-08-05,2408.02442v1,Let Me Speak Freely? A Study on the Impact of Format Restrictions on Performance of Large Language Models,gpt-4,highly irrelevant,"The abstract discusses structure generation in LLMs and their performance with various output format restrictions, but it does not mention prefix prompts or prompt engineering.",,
Long Input Benchmark for Russian Analysis,"['Igor Churin', 'Murat Apishev', 'Maria Tikhonova', 'Denis Shevelev', 'Aydar Bulatov', 'Yuri Kuratov', 'Sergej Averkiev', 'Alena Fenogenova']","Recent advancements in Natural Language Processing (NLP) have fostered the
development of Large Language Models (LLMs) that can solve an immense variety
of tasks. One of the key aspects of their application is their ability to work
with long text documents and to process long sequences of tokens. This has
created a demand for proper evaluation of long-context understanding. To
address this need for the Russian language, we propose LIBRA (Long Input
Benchmark for Russian Analysis), which comprises 21 adapted datasets to study
the LLM's abilities to understand long texts thoroughly. The tests are divided
into four complexity groups and allow the evaluation of models across various
context lengths ranging from 4k up to 128k tokens. We provide the open-source
datasets, codebase, and public leaderboard for LIBRA to guide forthcoming
research.",http://arxiv.org/pdf/2408.02439v1,2024-08-05,2408.02439v1,Long Input Benchmark for Russian Analysis,gpt-4,highly irrelevant,"The paper focuses on the evaluation of Long Language Models (LLMs) and the development of a benchmark for Russian language analysis, but does not mention anything related to hard prefix prompting or prompt engineering.",,
"Infusing Emotions into Task-oriented Dialogue Systems: Understanding, Management, and Generation","['Shutong Feng', 'Hsien-chin Lin', 'Christian Geishauser', 'Nurul Lubis', 'Carel van Niekerk', 'Michael Heck', 'Benjamin Ruppik', 'Renato Vukovic', 'Milica Gašić']","Emotions are indispensable in human communication, but are often overlooked
in task-oriented dialogue (ToD) modelling, where the task success is the
primary focus. While existing works have explored user emotions or similar
concepts in some ToD tasks, none has so far included emotion modelling into a
fully-fledged ToD system nor conducted interaction with human or simulated
users. In this work, we incorporate emotion into the complete ToD processing
loop, involving understanding, management, and generation. To this end, we
extend the EmoWOZ dataset (Feng et al., 2022) with system affective behaviour
labels. Through interactive experimentation involving both simulated and human
users, we demonstrate that our proposed framework significantly enhances the
user's emotional experience as well as the task success.",http://arxiv.org/pdf/2408.02417v1,2024-08-05,2408.02417v1,"Infusing Emotions into Task-oriented Dialogue Systems: Understanding, Management, and Generation",gpt-4,highly irrelevant,"The paper discusses infusing emotions into dialog systems and mentions tasks such as understanding, management, and generation, but does not mention anything related to hard prefix prompting or prompt engineering in general.",,
PENDRAM: Enabling High-Performance and Energy-Efficient Processing of Deep Neural Networks through a Generalized DRAM Data Mapping Policy,"['Rachmad Vidya Wicaksana Putra', 'Muhammad Abdullah Hanif', 'Muhammad Shafique']","Convolutional Neural Networks (CNNs), a prominent type of Deep Neural
Networks (DNNs), have emerged as a state-of-the-art solution for solving
machine learning tasks. To improve the performance and energy efficiency of CNN
inference, the employment of specialized hardware accelerators is prevalent.
However, CNN accelerators still face performance- and energy-efficiency
challenges due to high off-chip memory (DRAM) access latency and energy, which
are especially crucial for latency- and energy-constrained embedded
applications. Moreover, different DRAM architectures have different profiles of
access latency and energy, thus making it challenging to optimize them for high
performance and energy-efficient CNN accelerators. To address this, we present
PENDRAM, a novel design space exploration methodology that enables
high-performance and energy-efficient CNN acceleration through a generalized
DRAM data mapping policy. Specifically, it explores the impact of different
DRAM data mapping policies and DRAM architectures across different CNN
partitioning and scheduling schemes on the DRAM access latency and energy, then
identifies the pareto-optimal design choices. The experimental results show
that our DRAM data mapping policy improves the energy-delay-product of DRAM
accesses in the CNN accelerator over other mapping policies by up to 96%. In
this manner, our PENDRAM methodology offers high-performance and
energy-efficient CNN acceleration under any given DRAM architectures for
diverse embedded AI applications.",http://arxiv.org/pdf/2408.02412v1,2024-08-05,2408.02412v1,PENDRAM: Enabling High-Performance and Energy-Efficient Processing of Deep Neural Networks through a Generalized DRAM Data Mapping Policy,gpt-4,highly irrelevant,"The paper is focused on optimizing performance and energy efficiency for convolutional neural networks through hardware acceleration and DRAM data mapping, not on prompt engineering.",,
Multi-weather Cross-view Geo-localization Using Denoising Diffusion Models,"['Tongtong Feng', 'Qing Li', 'Xin Wang', 'Mingzi Wang', 'Guangyao Li', 'Wenwu Zhu']","Cross-view geo-localization in GNSS-denied environments aims to determine an
unknown location by matching drone-view images with the correct geo-tagged
satellite-view images from a large gallery. Recent research shows that learning
discriminative image representations under specific weather conditions can
significantly enhance performance. However, the frequent occurrence of unseen
extreme weather conditions hinders progress. This paper introduces MCGF, a
Multi-weather Cross-view Geo-localization Framework designed to dynamically
adapt to unseen weather conditions. MCGF establishes a joint optimization
between image restoration and geo-localization using denoising diffusion
models. For image restoration, MCGF incorporates a shared encoder and a
lightweight restoration module to help the backbone eliminate weather-specific
information. For geo-localization, MCGF uses EVA-02 as a backbone for feature
extraction, with cross-entropy loss for training and cosine distance for
testing. Extensive experiments on University160k-WX demonstrate that MCGF
achieves competitive results for geo-localization in varying weather
conditions.",http://arxiv.org/pdf/2408.02408v1,2024-08-05,2408.02408v1,Multi-weather Cross-view Geo-localization Using Denoising Diffusion Models,gpt-4,highly irrelevant,"The paper focuses on geo-localization in varying weather conditions using image restoration and denoising diffusion models, with no mention of prompt engineering or hard prefix prompting.",,
Enhancing AI-based Generation of Software Exploits with Contextual Information,"['Pietro Liguori', 'Cristina Improta', 'Roberto Natella', 'Bojan Cukic', 'Domenico Cotroneo']","This practical experience report explores Neural Machine Translation (NMT)
models' capability to generate offensive security code from natural language
(NL) descriptions, highlighting the significance of contextual understanding
and its impact on model performance. Our study employs a dataset comprising
real shellcodes to evaluate the models across various scenarios, including
missing information, necessary context, and unnecessary context. The
experiments are designed to assess the models' resilience against incomplete
descriptions, their proficiency in leveraging context for enhanced accuracy,
and their ability to discern irrelevant information. The findings reveal that
the introduction of contextual data significantly improves performance.
However, the benefits of additional context diminish beyond a certain point,
indicating an optimal level of contextual information for model training.
Moreover, the models demonstrate an ability to filter out unnecessary context,
maintaining high levels of accuracy in the generation of offensive security
code. This study paves the way for future research on optimizing context use in
AI-driven code generation, particularly for applications requiring a high
degree of technical precision such as the generation of offensive code.",http://arxiv.org/pdf/2408.02402v1,2024-08-05,2408.02402v1,Enhancing AI-based Generation of Software Exploits with Contextual Information,gpt-4,highly irrelevant,This paper is focused on Neural Machine Translation (NMT) models' ability to generate security code based on contextual understanding. It does not discuss prompt engineering or hard prefix prompting techniques.,,
Perfect Information Monte Carlo with Postponing Reasoning,"['Jérôme Arjonilla', 'Abdallah Saffidine', 'Tristan Cazenave']","Imperfect information games, such as Bridge and Skat, present challenges due
to state-space explosion and hidden information, posing formidable obstacles
for search algorithms. Determinization-based algorithms offer a resolution by
sampling hidden information and solving the game in a perfect information
setting, facilitating rapid and effective action estimation. However,
transitioning to perfect information introduces challenges, notably one called
strategy fusion.This research introduces `Extended Perfect Information Monte
Carlo' (EPIMC), an online algorithm inspired by the state-of-the-art
determinization-based approach Perfect Information Monte Carlo (PIMC). EPIMC
enhances the capabilities of PIMC by postponing the perfect information
resolution, reducing alleviating issues related to strategy fusion. However,
the decision to postpone the leaf evaluator introduces novel considerations,
such as the interplay between prior levels of reasoning and the newly deferred
resolution. In our empirical analysis, we investigate the performance of EPIMC
across a range of games, with a particular focus on those characterized by
varying degrees of strategy fusion. Our results demonstrate notable performance
enhancements, particularly in games where strategy fusion significantly impacts
gameplay. Furthermore, our research contributes to the theoretical foundation
of determinization-based algorithms addressing challenges associated with
strategy fusion.%, thereby enhancing our understanding of these algorithms
within the context of imperfect information game scenarios.",http://arxiv.org/pdf/2408.02380v1,2024-08-05,2408.02380v1,Perfect Information Monte Carlo with Postponing Reasoning,gpt-4,highly irrelevant,"The paper is about search algorithms in imperfect information games and does not mention hard prefix prompting, prompt engineering or any related concepts.",,
On the consistent reasoning paradox of intelligence and optimal trust in AI: The power of 'I don't know',"['Alexander Bastounis', 'Paolo Campodonico', 'Mihaela van der Schaar', 'Ben Adcock', 'Anders C. Hansen']","We introduce the Consistent Reasoning Paradox (CRP). Consistent reasoning,
which lies at the core of human intelligence, is the ability to handle tasks
that are equivalent, yet described by different sentences ('Tell me the time!'
and 'What is the time?'). The CRP asserts that consistent reasoning implies
fallibility -- in particular, human-like intelligence in AI necessarily comes
with human-like fallibility. Specifically, it states that there are problems,
e.g. in basic arithmetic, where any AI that always answers and strives to mimic
human intelligence by reasoning consistently will hallucinate (produce wrong,
yet plausible answers) infinitely often. The paradox is that there exists a
non-consistently reasoning AI (which therefore cannot be on the level of human
intelligence) that will be correct on the same set of problems. The CRP also
shows that detecting these hallucinations, even in a probabilistic sense, is
strictly harder than solving the original problems, and that there are problems
that an AI may answer correctly, but it cannot provide a correct logical
explanation for how it arrived at the answer. Therefore, the CRP implies that
any trustworthy AI (i.e., an AI that never answers incorrectly) that also
reasons consistently must be able to say 'I don't know'. Moreover, this can
only be done by implicitly computing a new concept that we introduce, termed
the 'I don't know' function -- something currently lacking in modern AI. In
view of these insights, the CRP also provides a glimpse into the behaviour of
Artificial General Intelligence (AGI). An AGI cannot be 'almost sure', nor can
it always explain itself, and therefore to be trustworthy it must be able to
say 'I don't know'.",http://arxiv.org/pdf/2408.02357v1,2024-08-05,2408.02357v1,On the consistent reasoning paradox of intelligence and optimal trust in AI: The power of 'I don't know',gpt-4,highly irrelevant,"The paper does not mention or imply the use of hard prefix prompting, or prompt engineering instead it discusses the concept of consistent reasoning in AI.",,
Active Sensing of Knee Osteoarthritis Progression with Reinforcement Learning,"['Khanh Nguyen', 'Huy Hoang Nguyen', 'Egor Panfilov', 'Aleksei Tiulpin']","Osteoarthritis (OA) is the most common musculoskeletal disease, which has no
cure. Knee OA (KOA) is one of the highest causes of disability worldwide, and
it costs billions of United States dollars to the global community. Prediction
of KOA progression has been of high interest to the community for years, as it
can advance treatment development through more efficient clinical trials and
improve patient outcomes through more efficient healthcare utilization.
Existing approaches for predicting KOA, however, are predominantly static, i.e.
consider data from a single time point to predict progression many years into
the future, and knee level, i.e. consider progression in a single joint only.
Due to these and related reasons, these methods fail to deliver the level of
predictive performance, which is sufficient to result in cost savings and
better patient outcomes. Collecting extensive data from all patients on a
regular basis could address the issue, but it is limited by the high cost at a
population level. In this work, we propose to go beyond static prediction
models in OA, and bring a novel Active Sensing (AS) approach, designed to
dynamically follow up patients with the objective of maximizing the number of
informative data acquisitions, while minimizing their total cost over a period
of time. Our approach is based on Reinforcement Learning (RL), and it leverages
a novel reward function designed specifically for AS of disease progression in
more than one part of a human body. Our method is end-to-end, relies on
multi-modal Deep Learning, and requires no human input at inference time.
Throughout an exhaustive experimental evaluation, we show that using RL can
provide a higher monetary benefit when compared to state-of-the-art baselines.",http://arxiv.org/pdf/2408.02349v1,2024-08-05,2408.02349v1,Active Sensing of Knee Osteoarthritis Progression with Reinforcement Learning,gpt-4,highly irrelevant,The paper focuses on disease prediction using Reinforcement Learning and does not discuss prompt engineering or any related topics.,,
An approach to optimize inference of the DIART speaker diarization pipeline,"['Roman Aperdannier', 'Sigurd Schacht', 'Alexander Piazza']","Speaker diarization answers the question ""who spoke when"" for an audio file.
In some diarization scenarios, low latency is required for transcription.
Speaker diarization with low latency is referred to as online speaker
diarization. The DIART pipeline is an online speaker diarization system. It
consists of a segmentation and an embedding model. The embedding model has the
largest share of the overall latency. The aim of this paper is to optimize the
inference latency of the DIART pipeline. Different inference optimization
methods such as knowledge distilation, pruning, quantization and layer fusion
are applied to the embedding model of the pipeline. It turns out that knowledge
distillation optimizes the latency, but has a negative effect on the accuracy.
Quantization and layer fusion also have a positive influence on the latency
without worsening the accuracy. Pruning, on the other hand, does not improve
latency.",http://arxiv.org/pdf/2408.02341v1,2024-08-05,2408.02341v1,An approach to optimize inference of the DIART speaker diarization pipeline,gpt-4,highly irrelevant,"The paper focuses on speaker diarization and optimizing inference latency, which is unrelated to the topic of hard prefix prompting or prompt engineering.",,
